"Date","IP","INFL","RM","FFR"
2000 Feb,0.339155864931051,0.41261479111725,-0.130699989561212,5.73
2000 Mar,0.389057712406959,0.58651194523982,0.0690018367339285,5.85
2000 Apr,0.639150641746955,-0.0584966381114604,1.23754578529853,6.02
2000 May,0.273460019330241,0.17538735860958,-0.431221021818029,6.27
2000 Jun,0.07529100327055,0.582412828598855,-0.20548322809022,6.53
2000 Jul,-0.17411577176043,0.289939315900245,0.0757534801660853,6.54
2000 Aug,-0.268114891285087,0,0.586048021724839,6.5
2000 Sep,0.396740163376563,0.519781707361755,0.218438431739099,6.52
2000 Oct,-0.348586156000419,0.172661913398731,0.15726645603209,6.51
2000 Nov,0.0215861970061404,0.172364305816508,0.0535570842044031,6.51
2000 Dec,-0.341499631644915,0.229357898709903,0.683009307396265,6.4
2001 Jan,-0.494583506078694,0.571103779551496,0.452761553037195,5.98
2001 Feb,-0.653779068509586,0.227531383713497,0.542025823711345,5.49
2001 Mar,-0.262032209095153,0.0568020464008612,1.09267813164946,5.31
2001 Apr,-0.355701355168225,0.170212807053094,1.08086761138928,4.8
2001 May,-0.521143581970751,0.508906950747168,-0.564875955231603,4.21
2001 Jun,-0.544368972427733,0.225352208044338,0.561441240570204,3.97
2001 Jul,-0.605274547424628,-0.168966528512726,0.742581904917472,3.77
2001 Aug,-0.104732834343313,0,0.649077092316119,3.65
2001 Sep,-0.522721879988275,0.393812042013764,1.7061133880433,3.07
2001 Oct,-0.310967405883922,-0.281135973754676,0.069905630249778,2.49
2001 Nov,-0.584559445252264,-0.0563221642599032,0.871371371172991,2.09
2001 Dec,-0.0489437827833505,-0.0563539039991845,1.03702688352172,1.82
2002 Jan,0.717072582737543,0.168966528512726,0.205469472022912,1.73
2002 Feb,-0.000452149575558281,0.168681513147906,0.367486063735356,1.74
2002 Mar,0.73957662141062,0.28050509276083,-0.0681917839091994,1.73
2002 Apr,0.481766809714124,0.447177939139376,-0.442752294061322,1.75
2002 May,0.424320588155602,0.11148273172461,0.361510921488239,1.75
2002 Jun,0.822657092935941,0.0556947939766239,0.399072605941875,1.75
